entry_time,exit_time,underlying,expiry,symbol,option_type,strike,lots,entry_price,exit_price,delta,gamma_shadow,theta_shadow,gt_ratio,realized_pnl,exit_reason
2026-07-23 15:27:05,2026-07-23 15:27:07,SENSEX,2026-07-23,SENSEX_74600_CE,CE,74600.0,20,236.51,993.342,0.475,0.0012074440806368,-3965.1967408853375,3.0451050970227656e-07,-302732.8,SL_HIT (993.34 >= 946.04)
2026-07-23 15:27:05,2026-07-23 15:27:08,SENSEX,2026-07-23,SENSEX_74500_PE,PE,74500.0,20,263.91,263.91,-0.48,0.0011018821601126673,-4021.969239624529,2.739658347599728e-07,0.0,EOD_1500_EXIT
